virt_pos_x,virt_pos_y,virt_pos_z,phys_pos_x,phys_pos_y,phys_pos_z,virt_heading_x,virt_heading_y,virt_heading_z,phys_heading_x,phys_heading_y,phys_heading_z,cyclopean_gaze_pos_x,cyclopean_gaze_pos_y,cyclopean_gaze_pos_z,cyclopean_gaze_dir_x,cyclopean_gaze_dir_y,cyclopean_gaze_dir_z,left_gaze_dir_x,left_gaze_dir_y,left_gaze_dir_z,right_gaze_dir_x,right_gaze_dir_y,right_gaze_dir_z,cyclopean_gaze_angular_velocity,weighted_gaze_angular_velocity,left_eye_closed,right_eye_closed,gaze_state,timestamp,frame_number,unity_delta_time
-0.0090177840,1.1117200000,0.1027749000,-0.0090177840,1.1117200000,0.1027749000,0.0036312480,-0.2547917000,0.9669892000,0.0036312480,-0.2547917000,0.9669892000,-1.3971460000,2.2747300000,4.7615180000,-0.2777201000,0.2326821000,0.9320571000,-0.2528501000,0.2333435000,0.9389449000,-0.3024050000,0.2318656000,0.9245483000,2.5304280000,3.135784,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.07,257,0.0138696
-0.0090177840,1.1117200000,0.1027749000,-0.0090177840,1.1117200000,0.1027749000,0.0036312480,-0.2547917000,0.9669892000,0.0036312480,-0.2547917000,0.9669892000,-1.3993480000,2.2901510000,4.7569810000,-0.2781587000,0.2357646000,0.9311513000,-0.2532951000,0.2364542000,0.9380464000,-0.3028369000,0.2349178000,0.9236360000,13.3799700000,2.905898,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.09,258,0.0140776
-0.0090316830,1.1117280000,0.1027275000,-0.0090316830,1.1117280000,0.1027275000,0.0037520000,-0.2547816000,0.9669914000,0.0037520000,-0.2547816000,0.9669914000,-1.3993480000,2.2901510000,4.7569810000,-0.2781587000,0.2357646000,0.9311513000,-0.2532951000,0.2364542000,0.9380464000,-0.3028369000,0.2349178000,0.9236360000,0.0000000000,2.905898,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.10,259,0.0149098
-0.0090551970,1.1117380000,0.1027193000,-0.0090551970,1.1117380000,0.1027193000,0.0036270870,-0.2548884000,0.9669637000,0.0036270870,-0.2548884000,0.9669637000,-1.3993510000,2.2918260000,4.7565140000,-0.2781566000,0.2360981000,0.9310674000,-0.2532930000,0.2367897000,0.9379623000,-0.3028349000,0.2352493000,0.9235523000,1.3268010000,2.30024,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.12,260,0.0140628
-0.0090877530,1.1117370000,0.1027110000,-0.0090877530,1.1117370000,0.1027110000,0.0035602050,-0.2549539000,0.9669467000,0.0035602050,-0.2549539000,0.9669467000,-1.3998540000,2.2907100000,4.7566480000,-0.2782525000,0.2358729000,0.9310959000,-0.2533895000,0.2365667000,0.9379925000,-0.3029301000,0.2350220000,0.9235789000,1.4067140000,2.440912,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.13,261,0.0137654
-0.0090877530,1.1117370000,0.1027110000,-0.0090877530,1.1117370000,0.1027110000,0.0035602050,-0.2549539000,0.9669467000,0.0035602050,-0.2549539000,0.9669467000,-1.4003210000,2.2902940000,4.7566150000,-0.2783394000,0.2357899000,0.9310910000,-0.2534771000,0.2364811000,0.9379904000,-0.3030163000,0.2349415000,0.9235711000,0.0000000000,2.440912,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.14,262,0.013806
-0.0091600080,1.1116960000,0.1026600000,-0.0091600080,1.1116960000,0.1026600000,0.0035609300,-0.2552525000,0.9668679000,0.0035609300,-0.2552525000,0.9668679000,-1.4003210000,2.2902940000,4.7566150000,-0.2783394000,0.2357899000,0.9310910000,-0.2534771000,0.2364811000,0.9379904000,-0.3030163000,0.2349415000,0.9235711000,0.0000000000,2.440912,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.16,263,0.0130263
-0.0091772340,1.1116970000,0.1026461000,-0.0091772340,1.1116970000,0.1026461000,0.0035600850,-0.2550842000,0.9669123000,0.0035600850,-0.2550842000,0.9669123000,-1.4011990000,2.2755350000,4.7600260000,-0.2785004000,0.2328455000,0.9317834000,-0.2536414000,0.2335045000,0.9386915000,-0.3031740000,0.2320314000,0.9242548000,13.3260700000,3.482978,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.17,264,0.0138471
-0.0091772340,1.1116970000,0.1026461000,-0.0091772340,1.1116970000,0.1026461000,0.0035600850,-0.2550842000,0.9669123000,0.0035600850,-0.2550842000,0.9669123000,-1.4103860000,2.2748460000,4.7574360000,-0.2803350000,0.2327070000,0.9312677000,-0.2555059000,0.2333681000,0.9382197000,-0.3049777000,0.2318912000,0.9236964000,7.9542600000,3.992425,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.18,265,0.014292
-0.0091975850,1.1117400000,0.1026697000,-0.0091975850,1.1117400000,0.1026697000,0.0036583100,-0.2547630000,0.9669966000,0.0036583100,-0.2547630000,0.9669966000,-1.4103860000,2.2748460000,4.7574360000,-0.2803350000,0.2327070000,0.9312677000,-0.2555059000,0.2333681000,0.9382197000,-0.3049777000,0.2318912000,0.9236964000,0.0000000000,3.992425,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.20,266,0.0132056
-0.0092349760,1.1117370000,0.1026774000,-0.0092349760,1.1117370000,0.1026774000,0.0037648040,-0.2549127000,0.9669567000,0.0037648040,-0.2549127000,0.9669567000,-1.4278860000,2.2709530000,4.7531490000,-0.2838319000,0.2319196000,0.9304047000,-0.2590542000,0.2326109000,0.9374343000,-0.3084212000,0.2310743000,0.9227573000,15.9945600000,5.338838,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.21,267,0.0161346
-0.0092349760,1.1117370000,0.1026774000,-0.0092349760,1.1117370000,0.1026774000,0.0037648040,-0.2549127000,0.9669567000,0.0037648040,-0.2549127000,0.9669567000,-1.4279890000,2.2709670000,4.7531320000,-0.2838450000,0.2319229000,0.9303998000,-0.2590672000,0.2326186000,0.9374288000,-0.3084344000,0.2310733000,0.9227532000,0.0000000000,4.00084,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.23,268,0.012935
-0.0093154570,1.1117010000,0.1027438000,-0.0093154570,1.1117010000,0.1027438000,0.0036854090,-0.2551728000,0.9668884000,0.0036854090,-0.2551728000,0.9668884000,-1.4279890000,2.2709670000,4.7531320000,-0.2838450000,0.2319229000,0.9303998000,-0.2590672000,0.2326186000,0.9374288000,-0.3084344000,0.2310733000,0.9227532000,0.0000000000,4.00084,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.24,269,0.0129667
-0.0093338120,1.1116690000,0.1027513000,-0.0093338120,1.1116690000,0.1027513000,0.0036720690,-0.2551668000,0.9668901000,0.0036720690,-0.2551668000,0.9668901000,-1.7351860000,2.1119230000,4.6858730000,-0.3452837000,0.2001079000,0.9169166000,-0.3215620000,0.2008775000,0.9253356000,-0.3687863000,0.1992114000,0.9079160000,311.5316000000,35.02132,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.25,270,0.0143121
-0.0093338120,1.1116690000,0.1027513000,-0.0093338120,1.1116690000,0.1027513000,0.0036720690,-0.2551668000,0.9668901000,0.0036720690,-0.2551668000,0.9668901000,-1.7352880000,2.1116840000,4.6858940000,-0.3453002000,0.2000665000,0.9169194000,-0.3215790000,0.2008310000,0.9253399000,-0.3688025000,0.1991753000,0.9079174000,0.0000000000,34.88065,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.27,271,0.0148395
-0.0092624720,1.1116940000,0.1027997000,-0.0092624720,1.1116940000,0.1027997000,0.0033520890,-0.2551606000,0.9668929000,0.0033520890,-0.2551606000,0.9668929000,-1.7352880000,2.1116840000,4.6858940000,-0.3453002000,0.2000665000,0.9169194000,-0.3215790000,0.2008310000,0.9253399000,-0.3688025000,0.1991753000,0.9079174000,0.0000000000,34.88065,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.28,272,0.0126215
-0.0092192630,1.1117120000,0.1028290000,-0.0092192630,1.1117120000,0.1028290000,0.0032555660,-0.2552906000,0.9668589000,0.0032555660,-0.2552906000,0.9668589000,-1.7509390000,2.0833040000,4.6861090000,-0.3484454000,0.1943836000,0.9169519000,-0.3247818000,0.1951039000,0.9254465000,-0.3718887000,0.1935402000,0.9078772000,29.4479400000,37.82544,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.30,273,0.0143097
-0.0092027300,1.1116910000,0.1028510000,-0.0092027300,1.1116910000,0.1028510000,0.0030195320,-0.2555834000,0.9667823000,0.0030195320,-0.2555834000,0.9667823000,-1.7618330000,2.0715580000,4.6844500000,-0.3506335000,0.1920299000,0.9166136000,-0.3270081000,0.1927420000,0.9251574000,-0.3740375000,0.1911967000,0.9074910000,12.9684700000,37.78968,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.31,274,0.0138774
-0.0092027300,1.1116910000,0.1028510000,-0.0092027300,1.1116910000,0.1028510000,0.0030195320,-0.2555834000,0.9667823000,0.0030195320,-0.2555834000,0.9667823000,-1.7627050000,2.0705690000,4.6843350000,-0.3508112000,0.1918363000,0.9165862000,-0.3271873000,0.1925519000,0.9251336000,-0.3742137000,0.1909996000,0.9074598000,0.0000000000,36.99426,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.32,275,0.0138438
-0.0091832650,1.1115860000,0.1028942000,-0.0091832650,1.1115860000,0.1028942000,0.0031031790,-0.2568534000,0.9664454000,0.0031031790,-0.2568534000,0.9664454000,-1.7627050000,2.0705690000,4.6843350000,-0.3508112000,0.1918363000,0.9165862000,-0.3271873000,0.1925519000,0.9251336000,-0.3742137000,0.1909996000,0.9074598000,0.0000000000,36.99426,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.34,276,0.0135645
-0.0091550160,1.1115130000,0.1028924000,-0.0091550160,1.1115130000,0.1028924000,0.0031565610,-0.2573740000,0.9663067000,0.0031565610,-0.2573740000,0.9663067000,-1.7927140000,2.0396510000,4.6791380000,-0.3568183000,0.1856713000,0.9155364000,-0.3333116000,0.1863240000,0.9242222000,-0.3801008000,0.1849019000,0.9062752000,36.6054300000,39.05534,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.35,277,0.0148664
-0.0091550160,1.1115130000,0.1028924000,-0.0091550160,1.1115130000,0.1028924000,0.0031565610,-0.2573740000,0.9663067000,0.0031565610,-0.2573740000,0.9663067000,-2.0075260000,1.8643730000,4.6222520000,-0.3997950000,0.1506174000,0.9041451000,-0.3771715000,0.1510779000,0.9137380000,-0.4221770000,0.1500659000,0.8940061000,218.2355000000,60.87889,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.37,278,0.0141878
-0.0090635820,1.1114960000,0.1029492000,-0.0090635820,1.1114960000,0.1029492000,0.0033990760,-0.2573632000,0.9663088000,0.0033990760,-0.2573632000,0.9663088000,-2.0075260000,1.8643730000,4.6222520000,-0.3997950000,0.1506174000,0.9041451000,-0.3771715000,0.1510779000,0.9137380000,-0.4221770000,0.1500659000,0.8940061000,0.0000000000,60.87889,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.38,279,0.0131806
-0.0090218000,1.1115290000,0.1029978000,-0.0090218000,1.1115290000,0.1029978000,0.0034687750,-0.2577619000,0.9662023000,0.0034687750,-0.2577619000,0.9662023000,-2.0047370000,1.8630580000,4.6237170000,-0.3992553000,0.1503580000,0.9044267000,-0.3766269000,0.1508003000,0.9140084000,-0.4216427000,0.1498248000,0.8942986000,2.5995800000,29.98569,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.39,280,0.01435
-0.0090218000,1.1115290000,0.1029978000,-0.0090218000,1.1115290000,0.1029978000,0.0034687750,-0.2577619000,0.9662023000,0.0034687750,-0.2577619000,0.9662023000,-2.0931480000,1.7549380000,4.6005090000,-0.4169489000,0.1287199000,0.8997693000,-0.3947047000,0.1289848000,0.9097093000,-0.4389456000,0.1283786000,0.8892950000,113.1382000000,41.2995,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.41,281,0.0136787
-0.0089783780,1.1114890000,0.1030009000,-0.0089783780,1.1114890000,0.1030009000,0.0034091570,-0.2586699000,0.9659598000,0.0034091570,-0.2586699000,0.9659598000,-2.0931480000,1.7549380000,4.6005090000,-0.4169489000,0.1287199000,0.8997693000,-0.3947047000,0.1289848000,0.9097093000,-0.4389456000,0.1283786000,0.8892950000,0.0000000000,41.2995,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.42,282,0.0148955
-0.0089808280,1.1114830000,0.1030047000,-0.0089808280,1.1114830000,0.1030047000,0.0032805230,-0.2582426000,0.9660745000,0.0032805230,-0.2582426000,0.9660745000,-2.0959740000,1.7362660000,4.6018090000,-0.4175230000,0.1249925000,0.9000286000,-0.3952933000,0.1252122000,0.9099808000,-0.4395049000,0.1246986000,0.8895424000,14.4876000000,39.80347,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.44,283,0.0132285
-0.0089624000,1.1114810000,0.1030103000,-0.0089624000,1.1114810000,0.1030103000,0.0029331690,-0.2579722000,0.9661479000,0.0029331690,-0.2579722000,0.9661479000,-2.0959550000,1.7348330000,4.6020210000,-0.4175186000,0.1247068000,0.9000702000,-0.3952894000,0.1249116000,0.9100239000,-0.4395002000,0.1244280000,0.8895826000,0.0000000000,38.50662,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.45,284,0.0142158
-0.0089624000,1.1114810000,0.1030103000,-0.0089624000,1.1114810000,0.1030103000,0.0029331690,-0.2579722000,0.9661479000,0.0029331690,-0.2579722000,0.9661479000,-2.1131750000,1.7148360000,4.5967250000,-0.4209670000,0.1207066000,0.8990088000,-0.3988138000,0.1208707000,0.9090313000,-0.4428715000,0.1204712000,0.8884546000,21.6925200000,40.67588,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.46,285,0.0135741
-0.0089463140,1.1115170000,0.1030630000,-0.0089463140,1.1115170000,0.1030630000,0.0023297660,-0.2572029000,0.9663546000,0.0023297660,-0.2572029000,0.9663546000,-2.1131750000,1.7148360000,4.5967250000,-0.4209670000,0.1207066000,0.8990088000,-0.3988138000,0.1208707000,0.9090313000,-0.4428715000,0.1204712000,0.8884546000,0.0000000000,40.67588,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.48,286,0.0136341
-0.0089315210,1.1115050000,0.1030905000,-0.0089315210,1.1115050000,0.1030905000,0.0020948410,-0.2572908000,0.9663318000,0.0020948410,-0.2572908000,0.9663318000,-2.1165640000,1.7170350000,4.5948910000,-0.4216481000,0.1211394000,0.8986313000,-0.3995020000,0.1213191000,0.9086693000,-0.4435449000,0.1208881000,0.8880619000,3.8388420000,37.39922,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.49,287,0.0141905
-0.0089315210,1.1115050000,0.1030905000,-0.0089315210,1.1115050000,0.1030905000,0.0020948410,-0.2572908000,0.9663318000,0.0020948410,-0.2572908000,0.9663318000,-2.1171670000,1.7135660000,4.5950920000,-0.4217719000,0.1204478000,0.8986661000,-0.3996241000,0.1206204000,0.9087086000,-0.4436702000,0.1202041000,0.8880922000,2.7881100000,15.85448,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.51,288,0.0146512
-0.0088767970,1.1114140000,0.1030975000,-0.0088767970,1.1114140000,0.1030975000,0.0022898590,-0.2578706000,0.9661767000,0.0022898590,-0.2578706000,0.9661767000,-2.1171670000,1.7135660000,4.5950920000,-0.4217719000,0.1204478000,0.8986661000,-0.3996241000,0.1206204000,0.9087086000,-0.4436702000,0.1202041000,0.8880922000,0.0000000000,15.85448,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.52,289,0.0132958
-0.0088296500,1.1113800000,0.1030717000,-0.0088296500,1.1113800000,0.1030717000,0.0029873550,-0.2586099000,0.9659773000,0.0029873550,-0.2586099000,0.9659773000,-2.1166870000,1.7128030000,4.5953890000,-0.4216867000,0.1203134000,0.8987241000,-0.3995396000,0.1204680000,0.9087660000,-0.4435844000,0.1200877000,0.8881508000,0.0000000000,15.59452,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.53,290,0.0141411
-0.0088296500,1.1113800000,0.1030717000,-0.0088296500,1.1113800000,0.1030717000,0.0029873550,-0.2586099000,0.9659773000,0.0029873550,-0.2586099000,0.9659773000,-2.1153860000,1.7116060000,4.5961070000,-0.4214359000,0.1200809000,0.8988728000,-0.3992864000,0.1202267000,0.9089092000,-0.4433363000,0.1198640000,0.8883049000,1.3989250000,4.420599,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.55,291,0.0144124
-0.0088021760,1.1114470000,0.1030508000,-0.0088021760,1.1114470000,0.1030508000,0.0030262020,-0.2587581000,0.9659374000,0.0030262020,-0.2587581000,0.9659374000,-2.1153860000,1.7116060000,4.5961070000,-0.4214359000,0.1200809000,0.8988728000,-0.3992864000,0.1202267000,0.9089092000,-0.4433363000,0.1198640000,0.8883049000,0.0000000000,4.420599,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.56,292,0.0127203
-0.0088253430,1.1115460000,0.1030936000,-0.0088253430,1.1115460000,0.1030936000,0.0025214560,-0.2587186000,0.9659495000,0.0025214560,-0.2587186000,0.9659495000,-2.1249220000,1.6731710000,4.5965750000,-0.4233488000,0.1123779000,0.8989699000,-0.4012490000,0.1124353000,0.9090421000,-0.4451991000,0.1122541000,0.8883675000,35.7353800000,6.545378,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.58,293,0.0145518
-0.0088662620,1.1116140000,0.1031497000,-0.0088662620,1.1116140000,0.1031497000,0.0019865630,-0.2588207000,0.9659234000,0.0019865630,-0.2588207000,0.9659234000,-2.1259720000,1.6733890000,4.5961190000,-0.4235542000,0.1124018000,0.8988702000,-0.4014563000,0.1124669000,0.9089467000,-0.4454022000,0.1122703000,0.8882636000,0.0000000000,6.545378,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.59,294,0.0163782
-0.0088662620,1.1116140000,0.1031497000,-0.0088662620,1.1116140000,0.1031497000,0.0019865630,-0.2588207000,0.9659234000,0.0019865630,-0.2588207000,0.9659234000,-2.1306980000,1.6727590000,4.5940520000,-0.4244916000,0.1122622000,0.8984454000,-0.4024075000,0.1123376000,0.9085419000,-0.4463252000,0.1121205000,0.8878191000,3.6235380000,4.73848,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.60,295,0.0125348
-0.0089401190,1.1116600000,0.1031919000,-0.0089401190,1.1116600000,0.1031919000,0.0012645150,-0.2586670000,0.9659657000,0.0012645150,-0.2586670000,0.9659657000,-2.1306980000,1.6727590000,4.5940520000,-0.4244916000,0.1122622000,0.8984454000,-0.4024075000,0.1123376000,0.9085419000,-0.4463252000,0.1121205000,0.8878191000,0.0000000000,4.73848,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.62,296,0.012388
-0.0089618490,1.1116160000,0.1031619000,-0.0089618490,1.1116160000,0.1031619000,0.0011747040,-0.2586038000,0.9659828000,0.0011747040,-0.2586038000,0.9659828000,-2.1364310000,1.6731680000,4.5913720000,-0.4256237000,0.1123347000,0.8979005000,-0.4035574000,0.1124071000,0.9080232000,-0.4474391000,0.1121960000,0.8872488000,5.7576890000,4.930365,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.63,297,0.0148898
-0.0089618490,1.1116160000,0.1031619000,-0.0089618490,1.1116160000,0.1031619000,0.0011747040,-0.2586038000,0.9659828000,0.0011747040,-0.2586038000,0.9659828000,-2.1380920000,1.6739310000,4.5904640000,-0.4259515000,0.1124960000,0.8977249000,-0.4038891000,0.1125675000,0.9078558000,-0.4477630000,0.1123581000,0.8870648000,1.3285830000,4.784412,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.64,298,0.0129744
-0.0089196970,1.1115680000,0.1031417000,-0.0089196970,1.1115680000,0.1031417000,0.0012524160,-0.2586077000,0.9659816000,0.0012524160,-0.2586077000,0.9659816000,-2.1380920000,1.6739310000,4.5904640000,-0.4259515000,0.1124960000,0.8977249000,-0.4038891000,0.1125675000,0.9078558000,-0.4477630000,0.1123581000,0.8870648000,0.0000000000,4.784412,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.66,299,0.013764
-0.0088875700,1.1115150000,0.1031662000,-0.0088875700,1.1115150000,0.1031662000,0.0016040970,-0.2587320000,0.9659478000,0.0016040970,-0.2587320000,0.9659478000,-2.2486530000,1.5312550000,4.5520820000,-0.4480756000,0.0839616200,0.8900442000,-0.4265258000,0.0837397100,0.9005906000,-0.4693675000,0.0841352200,0.8789855000,153.6671000000,20.15112,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.67,300,0.0138589
-0.0088875700,1.1115150000,0.1031662000,-0.0088875700,1.1115150000,0.1031662000,0.0016040970,-0.2587320000,0.9659478000,0.0016040970,-0.2587320000,0.9659478000,-2.2483800000,1.5310960000,4.5522380000,-0.4480275000,0.0839402300,0.8900704000,-0.4264770000,0.0837219200,0.9006153000,-0.4693201000,0.0841101800,0.8790132000,0.0000000000,20.01123,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.69,301,0.0137875
-0.0088560840,1.1113600000,0.1032085000,-0.0088560840,1.1113600000,0.1032085000,0.0028184210,-0.2598714000,0.9656391000,0.0028184210,-0.2598714000,0.9656391000,-2.2483800000,1.5310960000,4.5522380000,-0.4480275000,0.0839402300,0.8900704000,-0.4264770000,0.0837219200,0.9006153000,-0.4693201000,0.0841101800,0.8790132000,0.0000000000,20.01123,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.70,302,0.0136445
-0.0088379540,1.1113440000,0.1031975000,-0.0088379540,1.1113440000,0.1031975000,0.0028061300,-0.2597607000,0.9656690000,0.0028061300,-0.2597607000,0.9656690000,-2.2726400000,1.4042310000,4.5501400000,-0.4528864000,0.0585909200,0.8896409000,-0.4314593000,0.0580478000,0.9002630000,-0.4740543000,0.0591004900,0.8785099000,108.4022000000,27.2779,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.72,303,0.0151536
-0.0088235440,1.1113690000,0.1032022000,-0.0088235440,1.1113690000,0.1032022000,0.0028933070,-0.2596953000,0.9656863000,0.0028933070,-0.2596953000,0.9656863000,-2.2703180000,1.4038930000,4.5513230000,-0.4524254000,0.0585265700,0.8898796000,-0.4309931000,0.0579746400,0.9004909000,-0.4735988000,0.0590450100,0.8787593000,1.8461920000,27.46252,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.73,304,0.0151099
-0.0088235440,1.1113690000,0.1032022000,-0.0088235440,1.1113690000,0.1032022000,0.0028933070,-0.2596953000,0.9656863000,0.0028933070,-0.2596953000,0.9656863000,-2.2755740000,1.3972620000,4.5490790000,-0.4534798000,0.0571948200,0.8894295000,-0.4320711000,0.0566362100,0.9000594000,-0.4746292000,0.0577207000,0.8782912000,6.6757920000,27.76775,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.74,305,0.0135977
-0.0088471170,1.1114460000,0.1031938000,-0.0088471170,1.1114460000,0.1031938000,0.0024418010,-0.2592278000,0.9658131000,0.0024418010,-0.2592278000,0.9658131000,-2.2755740000,1.3972620000,4.5490790000,-0.4534798000,0.0571948200,0.8894295000,-0.4320711000,0.0566362100,0.9000594000,-0.4746292000,0.0577207000,0.8782912000,0.0000000000,27.76775,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.76,306,0.0123551
-0.0088416700,1.1114490000,0.1031868000,-0.0088416700,1.1114490000,0.1031868000,0.0022810960,-0.2592308000,0.9658127000,0.0022810960,-0.2592308000,0.9658127000,-2.2769490000,1.3796560000,4.5494820000,-0.4537502000,0.0536574900,0.8895121000,-0.4323401000,0.0530766500,0.9001472000,-0.4749008000,0.0542076200,0.8783683000,16.4068900000,28.83267,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.77,307,0.0137924
-0.0088416700,1.1114490000,0.1031868000,-0.0088416700,1.1114490000,0.1031868000,0.0022810960,-0.2592308000,0.9658127000,0.0022810960,-0.2592308000,0.9658127000,-2.2778380000,1.3802070000,4.5489850000,-0.4539291000,0.0537669400,0.8894141000,-0.4325211000,0.0531869100,0.9000537000,-0.4750775000,0.0543162000,0.8782660000,0.0000000000,28.69981,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.78,308,0.0142092
-0.0087189610,1.1114410000,0.1032277000,-0.0087189610,1.1114410000,0.1032277000,0.0024445820,-0.2595520000,0.9657260000,0.0024445820,-0.2595520000,0.9657260000,-2.2778380000,1.3802070000,4.5489850000,-0.4539291000,0.0537669400,0.8894141000,-0.4325211000,0.0531869100,0.9000537000,-0.4750775000,0.0543162000,0.8782660000,0.0000000000,28.69981,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.80,309,0.0135642
-0.0087065360,1.1114340000,0.1031953000,-0.0087065360,1.1114340000,0.1031953000,0.0025609520,-0.2594179000,0.9657618000,0.0025609520,-0.2594179000,0.9657618000,-2.2824800000,1.3675800000,4.5473380000,-0.4548821000,0.0512425500,0.8890762000,-0.4334968000,0.0506153900,0.8997325000,-0.4760075000,0.0518403900,0.8779120000,11.3906500000,14.47217,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.81,310,0.0141582
-0.0087065360,1.1114340000,0.1031953000,-0.0087065360,1.1114340000,0.1031953000,0.0025609520,-0.2594179000,0.9657618000,0.0025609520,-0.2594179000,0.9657618000,-2.2810740000,1.3676710000,4.5480130000,-0.4546033000,0.0512620500,0.8892176000,-0.4332151000,0.0506283000,0.8998675000,-0.4757319000,0.0518665100,0.8780598000,1.3972360000,14.61189,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.82,311,0.0142025
-0.0086688810,1.1114450000,0.1031739000,-0.0086688810,1.1114450000,0.1031739000,0.0024975570,-0.2589811000,0.9658791000,0.0024975570,-0.2589811000,0.9658791000,-2.2810740000,1.3676710000,4.5480130000,-0.4546033000,0.0512620500,0.8892176000,-0.4332151000,0.0506283000,0.8998675000,-0.4757319000,0.0518665100,0.8780598000,0.0000000000,14.61189,0.0000000000,0.0000000000,MOVING,2025_35_23|03:35:40.84,312,0.0152728
-0.0086735000,1.1114670000,0.1031871000,-0.0086735000,1.1114670000,0.1031871000,0.0024825050,-0.2587519000,0.9659407000,0.0024825050,-0.2587519000,0.9659407000,-2.2846790000,1.3599670000,4.5465670000,-0.4553321000,0.0497184300,0.8889324000,-0.4339628000,0.0490697500,0.8995935000,-0.4764413000,0.0503387700,0.8777640000,6.3454830000,4.406224,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.85,313,0.0133
-0.0086735000,1.1114670000,0.1031871000,-0.0086735000,1.1114670000,0.1031871000,0.0024825050,-0.2587519000,0.9659407000,0.0024825050,-0.2587519000,0.9659407000,-2.3018480000,1.3374270000,4.5389600000,-0.4587654000,0.0452050000,0.8874068000,-0.4374747000,0.0445167900,0.8981281000,-0.4797952000,0.0458675200,0.8761808000,25.2419500000,6.745801,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.87,314,0.013886
-0.0087010180,1.1114360000,0.1032081000,-0.0087010180,1.1114360000,0.1032081000,0.0027990590,-0.2589417000,0.9658889000,0.0027990590,-0.2589417000,0.9658889000,-2.3018480000,1.3374270000,4.5389600000,-0.4587654000,0.0452050000,0.8874068000,-0.4374747000,0.0445167900,0.8981281000,-0.4797952000,0.0458675200,0.8761808000,0.0000000000,6.078221,0.0000000000,0.0000000000,STILL,2025_35_23|03:35:40.88,315,0.0125464
